Gmt time,Open,High,Low,Close,Volume
01.03.2023 00:00:00.000,20.877,21.079,20.812,21.069,382170799.2554
01.03.2023 04:00:00.000,21.071,21.166,20.999,21.079,410749504.08930004
01.03.2023 08:00:00.000,21.077,21.122,20.927,20.988,594432304.3822999
01.03.2023 12:00:00.000,20.987,21.170,20.900,21.120,1068374633.7891
01.03.2023 16:00:00.000,21.118,21.122,20.903,20.994,568211799.6215
01.03.2023 20:00:00.000,20.993,21.003,20.953,20.966,126361051.55950001
02.03.2023 00:00:00.000,20.957,21.006,20.811,20.918,291155094.1467
02.03.2023 04:00:00.000,20.917,20.965,20.750,20.769,271622470.8557
02.03.2023 08:00:00.000,20.781,20.865,20.676,20.777,595340606.6894001
02.03.2023 12:00:00.000,20.776,20.917,20.661,20.851,1089957122.8028002
02.03.2023 16:00:00.000,20.852,20.902,20.737,20.872,417061851.50139993
02.03.2023 20:00:00.000,20.876,20.947,20.858,20.946,45328949.92830001
03.03.2023 00:00:00.000,20.944,21.056,20.923,20.974,242318599.7009
03.03.2023 04:00:00.000,20.976,21.066,20.954,21.010,172943198.204
03.03.2023 08:00:00.000,21.003,21.145,20.994,21.095,734674301.1474
03.03.2023 12:00:00.000,21.099,21.145,20.759,21.001,1014209846.4965
03.03.2023 16:00:00.000,21.003,21.207,20.975,21.200,615670249.939
03.03.2023 20:00:00.000,21.204,21.262,21.179,21.225,166347444.5343
04.03.2023 00:00:00.000,21.225,21.225,21.225,21.225,0
04.03.2023 04:00:00.000,21.225,21.225,21.225,21.225,0
04.03.2023 08:00:00.000,21.225,21.225,21.225,21.225,0
04.03.2023 12:00:00.000,21.225,21.225,21.225,21.225,0
04.03.2023 16:00:00.000,21.225,21.225,21.225,21.225,0
04.03.2023 20:00:00.000,21.225,21.225,21.225,21.225,0
05.03.2023 00:00:00.000,21.225,21.225,21.225,21.225,0
05.03.2023 04:00:00.000,21.225,21.225,21.225,21.225,0
05.03.2023 08:00:00.000,21.225,21.225,21.225,21.225,0
05.03.2023 12:00:00.000,21.225,21.225,21.225,21.225,0
05.03.2023 16:00:00.000,21.225,21.225,21.225,21.225,0
05.03.2023 20:00:00.000,21.224,21.239,21.163,21.177,24813499.4507
06.03.2023 00:00:00.000,21.171,21.297,21.128,21.269,205828552.2461
06.03.2023 04:00:00.000,21.265,21.297,21.186,21.252,236641799.9267
06.03.2023 08:00:00.000,21.253,21.292,21.054,21.073,363551742.55359995
06.03.2023 12:00:00.000,21.075,21.194,21.056,21.128,460439796.4478
06.03.2023 16:00:00.000,21.128,21.184,20.966,20.993,197331596.37440002
06.03.2023 20:00:00.000,20.989,21.043,20.969,21.035,44928151.130799994
07.03.2023 00:00:00.000,21.028,21.108,21.000,21.073,169518598.55650002
07.03.2023 04:00:00.000,21.069,21.133,21.003,21.081,141436399.4599
07.03.2023 08:00:00.000,21.079,21.104,20.894,20.911,235397098.5412
07.03.2023 12:00:00.000,20.911,20.914,20.172,20.192,553609611.5112
07.03.2023 16:00:00.000,20.189,20.296,20.025,20.038,327147714.6148
07.03.2023 20:00:00.000,20.043,20.106,20.014,20.087,52194649.6963
08.03.2023 00:00:00.000,20.084,20.092,19.899,19.912,183498594.28399998
08.03.2023 04:00:00.000,19.917,20.064,19.917,20.033,173017910.0037
08.03.2023 08:00:00.000,20.034,20.165,20.003,20.089,265253093.7195
08.03.2023 12:00:00.000,20.098,20.218,20.027,20.105,616928283.6915
08.03.2023 16:00:00.000,20.109,20.135,19.992,20.062,306841197.9676
08.03.2023 20:00:00.000,20.062,20.066,19.993,20.027,41663549.9001
09.03.2023 00:00:00.000,20.031,20.053,19.965,20.023,108905797.9583
09.03.2023 04:00:00.000,20.019,20.074,19.979,20.028,127327549.93439999
09.03.2023 08:00:00.000,20.027,20.147,19.990,20.118,209455450.0579
09.03.2023 12:00:00.000,20.107,20.286,20.044,20.162,463818351.7456
09.03.2023 16:00:00.000,20.166,20.175,20.058,20.082,321223491.6687
09.03.2023 20:00:00.000,20.079,20.098,19.976,20.077,93420653.34320001
10.03.2023 00:00:00.000,20.073,20.134,19.916,19.928,189356201.17190003
10.03.2023 04:00:00.000,19.928,20.108,19.888,20.082,172759397.50669998
10.03.2023 08:00:00.000,20.090,20.154,20.013,20.077,243731704.7119
10.03.2023 12:00:00.000,20.080,20.783,20.037,20.679,1036188293.4571
10.03.2023 16:00:00.000,20.682,20.698,20.388,20.454,524108398.4375
10.03.2023 20:00:00.000,20.456,20.535,20.448,20.535,92645042.41939999
11.03.2023 00:00:00.000,20.535,20.535,20.535,20.535,0
11.03.2023 04:00:00.000,20.535,20.535,20.535,20.535,0
11.03.2023 08:00:00.000,20.535,20.535,20.535,20.535,0
11.03.2023 12:00:00.000,20.535,20.535,20.535,20.535,0
11.03.2023 16:00:00.000,20.535,20.535,20.535,20.535,0
11.03.2023 20:00:00.000,20.535,20.535,20.535,20.535,0
12.03.2023 00:00:00.000,20.535,20.535,20.535,20.535,0
12.03.2023 04:00:00.000,20.535,20.535,20.535,20.535,0
